"No.","Time","Source","Destination","Protocol","Info"
"409","162.499006","10.2.12.49","10.1.11.49","ICMP","Echo (ping) reply"
"410","162.501873","10.1.11.49","10.2.12.49","ICMP","Echo (ping) request"
"411","162.505421","10.1.11.49","10.2.12.49","ICMP","Echo (ping) request"
"412","162.514528","10.2.12.49","10.1.11.49","ICMP","Echo (ping) reply"
"413","162.521285","10.2.12.49","10.1.11.49","ICMP","Echo (ping) reply"
"414","162.524129","10.1.11.49","10.2.12.49","ICMP","Echo (ping) request"
"415","162.525320","10.1.11.49","10.2.12.49","ICMP","Echo (ping) request"
"416","162.530938","10.2.12.49","10.1.11.49","ICMP","Echo (ping) reply"
"417","162.534581","10.2.12.49","10.1.11.49","ICMP","Echo (ping) reply"
"418","162.854419","","","Q.933","STATUS ENQUIRY"
"419","162.855901","","","Q.933","STATUS"
"420","162.989332","150.1.11.17","224.0.0.5","OSPF","Hello Packet"
"421","164.494190","192.168.1.17","192.168.1.81","LDP","Keep Alive Message "
"422","164.497285","192.168.1.81","192.168.1.17","TCP","53606 > ldp [ACK] Seq=305 Ack=309 Win=3820 Len=0"
"423","165.949306","192.168.1.81","192.168.1.17","LDP","Keep Alive Message "
"424","165.952626","192.168.1.17","192.168.1.81","TCP","ldp > 53606 [ACK] Seq=309 Ack=323 Win=3806 Len=0"
"425","166.022031","192.168.1.49","224.0.0.2","LDP","Hello Message "
"426","166.364320","192.168.1.50","224.0.0.2","LDP","Hello Message "
"427","166.502864","192.168.1.49","224.0.0.10","EIGRP","Hello"
"428","166.658555","192.168.1.50","224.0.0.10","EIGRP","Hello"
"429","170.543829","192.168.1.49","224.0.0.2","LDP","Hello Message "
"430","171.169053","192.168.1.50","224.0.0.2","LDP","Hello Message "
"431","171.451399","192.168.1.49","224.0.0.10","EIGRP","Hello"
"432","171.581469","192.168.1.50","224.0.0.10","EIGRP","Hello"
"433","172.448133","150.1.11.17","10.2.12.49","TCP","51056 > telnet [SYN] Seq=0 Win=4128 Len=0 MSS=536"
"434","172.448340","150.1.11.17","10.2.12.49","TCP","51056 > telnet [SYN] Seq=0 Win=4128 Len=0 MSS=536"
"435","172.459640","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [SYN, ACK] Seq=0 Ack=1 Win=4128 Len=0 MSS=536"
"436","172.462003","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [SYN, ACK] Seq=0 Ack=1 Win=4128 Len=0 MSS=536"
"437","172.464841","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=1 Ack=1 Win=4128 Len=0"
"438","172.465145","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"439","172.465937","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 438#1] 51056 > telnet [ACK] Seq=10 Ack=1 Win=4128 Len=0"
"440","172.466770","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=1 Ack=1 Win=4128 Len=0"
"441","172.467836","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"442","172.479706","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 441#1] 51056 > telnet [ACK] Seq=10 Ack=1 Win=4128 Len=0"
"443","172.490882","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"444","172.493353","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"445","172.495533","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"446","172.498353","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"447","172.501342","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"448","172.501523","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"449","172.512141","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"450","172.518383","150.1.11.17","10.2.12.49","TELNET","[TCP Retransmission] Telnet Data ..."
"451","172.519554","150.1.11.17","10.2.12.49","TELNET","[TCP Retransmission] Telnet Data ..."
"452","172.519942","10.2.12.49","150.1.11.17","TELNET","[TCP Retransmission] Telnet Data ..."
"453","172.528642","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"454","172.528668","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"455","172.528685","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"456","172.530310","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"457","172.530366","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"458","172.530411","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"459","172.724049","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=25 Ack=67 Win=4062 Len=0"
"460","172.724308","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 459#1] 51056 > telnet [ACK] Seq=25 Ack=67 Win=4062 Len=0"
"461","172.774393","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=67 Ack=25 Win=4104 Len=0"
"462","172.775739","10.2.12.49","150.1.11.17","TCP","[TCP Dup ACK 461#1] telnet > 51056 [ACK] Seq=67 Ack=25 Win=4104 Len=0"
"463","172.841795","","","Q.933","STATUS ENQUIRY"
"464","172.842224","","","Q.933","STATUS"
"465","172.992486","150.1.11.17","224.0.0.5","OSPF","Hello Packet"
"466","173.354689","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"467","173.354876","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=25 Ack=67 Win=4062 Len=1"
"468","173.568148","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=67 Ack=26 Win=4103 Len=0"
"469","173.570381","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive ACK] telnet > 51056 [ACK] Seq=67 Ack=26 Win=4103 Len=0"
"470","173.613092","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"471","173.615186","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=26 Ack=67 Win=4062 Len=1"
"472","173.648013","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"473","173.648242","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=27 Ack=67 Win=4062 Len=1"
"474","173.776069","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"475","173.776294","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=28 Ack=67 Win=4062 Len=1"
"476","173.819970","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=67 Ack=29 Win=4100 Len=0"
"477","173.821346","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive ACK] telnet > 51056 [ACK] Seq=67 Ack=29 Win=4100 Len=0"
"478","173.822796","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"479","173.833271","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=29 Ack=67 Win=4062 Len=1"
"480","174.046536","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=67 Ack=30 Win=4099 Len=0"
"481","174.049157","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive ACK] telnet > 51056 [ACK] Seq=67 Ack=30 Win=4099 Len=0"
"482","174.056141","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"483","174.060838","150.1.11.17","10.2.12.49","TELNET","[TCP Retransmission] Telnet Data ..."
"484","174.068646","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"485","174.073304","10.2.12.49","150.1.11.17","TELNET","[TCP Retransmission] Telnet Data ..."
"486","174.277940","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=32 Ack=75 Win=4054 Len=0"
"487","174.278148","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 486#1] 51056 > telnet [ACK] Seq=32 Ack=75 Win=4054 Len=0"
"488","174.535903","192.168.1.49","224.0.0.2","LDP","Hello Message "
"489","174.540216","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"490","174.544602","150.1.11.17","10.2.12.49","TELNET","[TCP Retransmission] Telnet Data ..."
"491","174.554471","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"492","174.559521","10.2.12.49","150.1.11.17","TELNET","[TCP Retransmission] Telnet Data ..."
"493","174.588947","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"494","174.589195","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"495","174.672086","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"496","174.672329","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"497","174.696712","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"498","174.697269","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"499","174.700408","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"500","174.702306","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"501","174.780619","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"502","174.781890","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"503","174.794240","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"504","174.796960","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"505","174.829617","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"506","174.829883","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"507","175.002467","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=38 Ack=99 Win=4030 Len=0"
"508","175.002680","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 507#1] 51056 > telnet [ACK] Seq=38 Ack=99 Win=4030 Len=0"
"509","175.248429","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"510","175.249140","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=38 Ack=99 Win=4030 Len=1"
"511","175.256732","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"512","175.261351","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=99 Ack=39 Win=4090 Len=1"
"513","175.312048","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"514","175.312292","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=39 Ack=100 Win=4029 Len=1"
"515","175.327433","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"516","175.329309","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=100 Ack=40 Win=4089 Len=1"
"517","175.506395","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"518","175.510665","150.1.11.17","10.2.12.49","TELNET","[TCP Retransmission] Telnet Data ..."
"519","175.516446","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"520","175.522119","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"521","175.522226","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"522","175.522290","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"523","175.718884","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=42 Ack=113 Win=4016 Len=0"
"524","175.722354","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 523#1] 51056 > telnet [ACK] Seq=42 Ack=113 Win=4016 Len=0"
"525","175.763785","192.168.1.49","224.0.0.10","EIGRP","Hello"
"526","176.064255","192.168.1.50","224.0.0.2","LDP","Hello Message "
"527","176.187504","192.168.1.50","224.0.0.10","EIGRP","Hello"
"528","176.282689","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"529","176.282921","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=42 Ack=113 Win=4016 Len=1"
"530","176.481584","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"531","176.481833","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=43 Ack=113 Win=4016 Len=1"
"532","176.529858","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=113 Ack=44 Win=4085 Len=0"
"533","176.531758","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive ACK] telnet > 51056 [ACK] Seq=113 Ack=44 Win=4085 Len=0"
"534","176.538962","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"535","176.539159","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=44 Ack=113 Win=4016 Len=1"
"536","176.605149","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"537","176.605386","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=45 Ack=113 Win=4016 Len=1"
"538","176.636259","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"539","176.636559","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=46 Ack=113 Win=4016 Len=1"
"540","176.748836","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=113 Ack=47 Win=4082 Len=0"
"541","176.750002","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive ACK] telnet > 51056 [ACK] Seq=113 Ack=47 Win=4082 Len=0"
"542","177.151868","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"543","177.153713","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=47 Ack=113 Win=4016 Len=1"
"544","177.371977","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=113 Ack=48 Win=4081 Len=0"
"545","177.375729","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive ACK] telnet > 51056 [ACK] Seq=113 Ack=48 Win=4081 Len=0"
"546","177.557782","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"547","177.562634","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=48 Ack=113 Win=4016 Len=1"
"548","177.748095","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"549","177.748375","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"550","177.761121","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"551","177.762716","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"552","177.960151","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=51 Ack=121 Win=4008 Len=0"
"553","177.961341","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 552#1] 51056 > telnet [ACK] Seq=51 Ack=121 Win=4008 Len=0"
"554","178.135696","","","CDP","Device ID: CE12A  Port ID: Serial0/0.113  "
"555","178.136274","","","CDP","Device ID: PE11  Port ID: Serial0/0.101  "
"556","178.136326","","","CDP","Device ID: PE11  Port ID: Serial0/0.102  "
"557","178.136363","","","CDP","Device ID: PE11  Port ID: Serial0/0.111  "
"558","178.234770","","","CDP","Device ID: PE11  Port ID: Serial0/0.113  "
"559","178.282563","","","CDP","Device ID: CE11B  Port ID: Serial0/0.102  "
"560","178.290127","","","CDP","Device ID: CE11A  Port ID: Serial0/0.101  "
"561","178.293338","","","CDP","Device ID: P11  Port ID: Serial0/0.111  "
"562","178.536133","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"563","178.536368","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=51 Ack=121 Win=4008 Len=1"
"564","178.550529","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"565","178.553306","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=121 Ack=52 Win=4077 Len=1"
"566","178.602595","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"567","178.602812","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=52 Ack=122 Win=4007 Len=1"
"568","178.611035","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"569","178.611691","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=122 Ack=53 Win=4076 Len=1"
"570","178.659946","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"571","178.661355","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=53 Ack=123 Win=4006 Len=1"
"572","178.675834","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"573","178.678063","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=123 Ack=54 Win=4075 Len=1"
"574","178.800715","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"575","178.804669","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=54 Ack=124 Win=4005 Len=1"
"576","178.817590","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"577","178.819714","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=124 Ack=55 Win=4074 Len=1"
"578","178.827293","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"579","178.831695","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=55 Ack=125 Win=4004 Len=1"
"580","178.839065","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"581","178.841267","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=125 Ack=56 Win=4073 Len=1"
"582","178.949038","192.168.1.49","224.0.0.2","LDP","Hello Message "
"583","178.959396","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"584","178.962527","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=56 Ack=126 Win=4003 Len=1"
"585","179.011379","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"586","179.011643","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=126 Ack=57 Win=4072 Len=1"
"587","179.209710","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=57 Ack=127 Win=4002 Len=0"
"588","179.210235","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive ACK] 51056 > telnet [ACK] Seq=57 Ack=127 Win=4002 Len=0"
"589","179.344093","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"590","179.344324","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=57 Ack=127 Win=4002 Len=1"
"591","179.359034","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"592","179.360864","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=127 Ack=58 Win=4071 Len=1"
"593","179.479881","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"594","179.480073","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=58 Ack=128 Win=4001 Len=1"
"595","179.490610","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"596","179.493337","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=128 Ack=59 Win=4070 Len=1"
"597","179.703521","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=59 Ack=129 Win=4000 Len=0"
"598","179.703753","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive ACK] 51056 > telnet [ACK] Seq=59 Ack=129 Win=4000 Len=0"
"599","179.785690","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"600","179.786000","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=59 Ack=129 Win=4000 Len=1"
"601","179.798047","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"602","179.799720","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=129 Ack=60 Win=4069 Len=1"
"603","180.016371","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"604","180.016614","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"605","180.036688","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"606","180.038380","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"607","180.038587","192.168.1.49","224.0.0.10","EIGRP","Hello"
"608","180.063969","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"609","180.063995","192.168.1.50","224.0.0.2","LDP","Hello Message "
"610","180.064172","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"611","180.068352","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=62 Ack=668 Win=4128 Len=0"
"612","180.070314","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 611#1] 51056 > telnet [ACK] Seq=62 Ack=668 Win=4128 Len=0"
"613","180.082629","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"614","180.083767","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"615","180.313900","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=62 Ack=1154 Win=3642 Len=0"
"616","180.314159","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 615#1] 51056 > telnet [ACK] Seq=62 Ack=1154 Win=3642 Len=0"
"617","180.778292","192.168.1.50","224.0.0.10","EIGRP","Hello"
"618","180.944180","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"619","180.946689","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"620","180.961912","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"621","180.962789","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"622","180.963765","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"623","180.963824","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"624","181.089559","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"625","181.089802","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"626","181.100208","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"627","181.103751","10.2.12.49","150.1.11.17","TELNET","[TCP Retransmission] Telnet Data ..."
"628","181.133627","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"629","181.133882","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"630","181.334889","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=66 Ack=1170 Win=3626 Len=0"
"631","181.336527","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 630#1] 51056 > telnet [ACK] Seq=66 Ack=1170 Win=3626 Len=0"
"632","182.857162","","","Q.933","STATUS ENQUIRY"
"633","182.857290","","","Q.933","STATUS"
"634","182.934465","150.1.11.17","224.0.0.5","OSPF","Hello Packet"
"635","183.361673","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"636","183.361915","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=66 Ack=1170 Win=3626 Len=1"
"637","183.373204","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"638","183.375139","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=1170 Ack=67 Win=4062 Len=1"
"639","183.469015","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"640","183.469250","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=67 Ack=1171 Win=3625 Len=1"
"641","183.481983","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"642","183.485270","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=1171 Ack=68 Win=4061 Len=1"
"643","183.565654","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"644","183.566621","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=68 Ack=1172 Win=3624 Len=1"
"645","183.582000","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"646","183.583706","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=1172 Ack=69 Win=4060 Len=1"
"647","183.719972","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"648","183.720211","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive] 51056 > telnet [PSH, ACK] Seq=69 Ack=1173 Win=3623 Len=1"
"649","183.728643","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"650","183.731686","10.2.12.49","150.1.11.17","TCP","[TCP Keep-Alive] telnet > 51056 [PSH, ACK] Seq=1173 Ack=70 Win=4059 Len=1"
"651","183.736545","192.168.1.49","224.0.0.2","LDP","Hello Message "
"652","183.941180","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=70 Ack=1174 Win=3622 Len=0"
"653","183.942324","150.1.11.17","10.2.12.49","TCP","[TCP Keep-Alive ACK] 51056 > telnet [ACK] Seq=70 Ack=1174 Win=3622 Len=0"
"654","184.033769","150.1.11.17","10.2.12.49","TELNET","Telnet Data ..."
"655","184.034357","150.1.11.17","10.2.12.49","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"656","184.048388","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"657","184.050381","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"658","184.080475","192.168.1.50","224.0.0.2","LDP","Hello Message "
"659","184.180702","10.2.12.49","150.1.11.17","TELNET","Telnet Data ..."
"660","184.182376","10.2.12.49","150.1.11.17","TELNET","[TCP Out-Of-Order] Telnet Data ..."
"661","184.213224","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [FIN, PSH, ACK] Seq=1182 Ack=72 Win=4057 Len=0"
"662","184.213817","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [FIN, PSH, ACK] Seq=1182 Ack=72 Win=4057 Len=0"
"663","184.216887","150.1.11.17","10.2.12.49","TCP","51056 > telnet [ACK] Seq=72 Ack=1183 Win=3614 Len=0"
"664","184.217308","150.1.11.17","10.2.12.49","TCP","[TCP Dup ACK 663#1] 51056 > telnet [ACK] Seq=72 Ack=1183 Win=3614 Len=0"
"665","184.232072","150.1.11.17","10.2.12.49","TCP","51056 > telnet [FIN, PSH, ACK] Seq=72 Ack=1183 Win=3614 Len=0"
"666","184.233330","150.1.11.17","10.2.12.49","TCP","51056 > telnet [FIN, PSH, ACK] Seq=72 Ack=1183 Win=3614 Len=0"
"667","184.242132","10.2.12.49","150.1.11.17","TCP","telnet > 51056 [ACK] Seq=1183 Ack=73 Win=4057 Len=0"
